 ClI*,1028.6162,0.00489,35,30800000,,,,
 H2LP7V08,1028.809,0.0232,2,1170000000,,,,
 HDLR7V08,1028.8409,0.0129,3,954000000,,,,
 O I**,1028.8705,0.000468,16,982000,,,,
 CO0_36R9,1028.912,0.0000124,28,10000000000,,,,
 CO0_36R8,1028.948,0.0000126,28,10000000000,,,,
 CO0_36R7,1028.985,0.0000128,28,10000000000,,,,
 H2LR3V06,1028.991,0.0173,2,1290000000,,,,
 CO0_36R6,1029.022,0.0000131,28,10000000000,,,,
 CO0_36R5,1029.0599,0.0000136,28,10000000000,,,,
 CO0_36R4,1029.098,0.0000142,28,10000000000,,,,
 CO0_36R3,1029.137,0.0000152,28,10000000000,,,,
 CO0_36R2,1029.176,0.0000171,28,10000000000,,,,
 ClI*,1029.2023,0.000601,35,1890000,,,,
 CO0_36R1,1029.215,0.0000213,28,10000000000,,,,
 CO0_36R0,1029.255,0.0000427,28,10000000000,,,,
 CO0_36Q1,1029.296,0.0000213,28,10000000000,,,,
 CO0_36Q2,1029.297,0.0000213,28,10000000000,,,,
 CO0_36Q3,1029.3,0.0000213,28,10000000000,,,,
 CO0_36Q4,1029.303,0.0000213,28,10000000000,,,,
 CO0_36Q5,1029.306,0.0000213,28,10000000000,,,,
 CO0_36Q6,1029.311,0.0000213,28,10000000000,,,,
 CO0_36Q7,1029.316,0.0000213,28,10000000000,,,,
 CO0_36Q8,1029.322,0.0000213,28,10000000000,,,,
 CO0_36Q9,1029.328,0.0000213,28,10000000000,,,,
 ClI,1029.3433,0.00117,35,14700000,,,,
 H2WP7V00,1029.3521,0.000557,2,1160000000,,,,
 CO0_36P2,1029.377,0.00000427,28,10000000000,,,,
 CO0_36P3,1029.4191,0.00000609,28,10000000000,,,,
 CO0_36P4,1029.4609,0.00000711,28,10000000000,,,,
 H2WQ8V00,1029.472,0.0239,2,1160000000,,,,
 CO0_36P5,1029.5031,0.00000776,28,10000000000,,,,
 CO0_36P6,1029.546,0.0000082,28,10000000000,,,,
 HDLP4V07,1029.559,0.0112,3,1270000000,,,,
 CO0_36P7,1029.589,0.00000853,28,10000000000,,,,
 CrIII**,1029.618,0.000308,52,1940000,,,,
 CO0_36P8,1029.6331,0.00000878,28,10000000000,,,,
 CO0_36P9,1029.677,0.00000898,28,10000000000,,,,
 CrIIIer,1029.782,0.00161,52,13000000,,,,
 CO1_36R9,1029.8561,0.0000123,29,10000000000,,,,
 CO1_36R8,1029.891,0.0000125,29,10000000000,,,,
 HDLR9V09,1029.895,0.0127,3,843000000,,,,
 CO1_36R7,1029.926,0.0000128,29,10000000000,,,,
 CO1_36R6,1029.962,0.0000131,29,10000000000,,,,
 CO1_36R5,1029.999,0.0000136,29,10000000000,,,,
